665,"Thin Man",1934,"[0.31517926, 0.038626544, 0.12958407, 0.17762531, 0.12511799, 0.15846509, 0.04068202, 0.25017813]"
666,His Girl Friday,1940,"[0.171991, 0.2802178, 0.16878504, 0.10803919, 0.74153346, 0.41246545, 0.31130847, 0.63427675]"
667,Around the World in 80 Days,1956,"[0.11852604, 0.4729144, 0.9936904, 0.42054874, 0.9844678, 0.98116076, 0.7785897, 0.488207]"
668,It's a Wonderful Life,1946,"[0.9877404, 0.6082945, 0.3724951, 0.027115844, 0.5270237, 0.5337904, 0.29546463, 0.17913507]"
669,Mr. Smith Goes to Washington,1939,"[0.80309814, 0.4289297, 0.23963493, 0.37256345, 0.6703311, 0.27948216, 0.12482715, 0.89292556]"
670,Bringing Up Baby,1938,"[0.44871452, 0.84717506, 0.32610726, 0.31075567, 0.7885047, 0.47019932, 0.5153362, 0.7841548]"
671,Penny Serenade,1941,"[0.06720513, 0.7342621, 0.26685432, 0.92175245, 0.28982422, 0.55691254, 0.44453087, 0.6370171]"
672,Of Human Bondage,1934,"[0.28513467, 0.28452623, 0.89058274, 0.14114216, 0.4030151, 0.935678, 0.27199945, 0.8160142]"
673,Little Lord Fauntleroy,1936,"[0.33748794, 0.69367254, 0.97838914, 0.91348565, 0.6516281, 0.49841782, 0.22644022, 0.015571867]"
674,"Inspector General",1949,"[0.56923217, 0.8696895, 0.60665804, 0.17283534, 0.8246959, 0.43827873, 0.22250555, 0.75274915]"
675,"39 Steps",1935,"[0.056179885, 0.8347999, 0.5280124, 0.1603688, 0.011439294, 0.94243675, 0.85911465, 0.8171862]"
676,Night of the Living Dead,1968,"[0.33780262, 0.5835589, 0.16007175, 0.92948765, 0.01680414, 0.61624676, 0.01046586, 0.29682708]"
677,"African Queen",1951,"[0.9194362, 0.4114819, 0.6258577, 0.6985834, 0.14465606, 0.41403866, 0.62844354, 0.9864704]"
678,Beat the Devil,1953,"[0.39951813, 0.3821478, 0.122118615, 0.46210954, 0.10635667, 0.55877686, 0.1614604, 0.92477]"
679,Cat on a Hot Tin Roof,1958,"[0.45296788, 0.54250526, 0.87655616, 0.6613797, 0.99057, 0.8493988, 0.821573, 0.7667151]"
680,Meet John Doe,1941,"[0.7670298, 0.7148782, 0.54820114, 0.26088545, 0.8837928, 0.14383382, 0.08923849, 0.81163114]"
681,"Farewell to Arms, A",1932,"[0.5963657, 0.5240676, 0.13938718, 0.6669877, 0.13442615, 0.9139867, 0.0075912587, 0.108367965]"
682,Nothing Personal,1995,"[0.9430132, 0.0003738389, 0.9313792, 0.057311267, 0.14481384, 0.25450975, 0.09557281, 0.91012955]"
683,Dangerous Ground,1997,"[0.03726144, 0.6897945, 0.50271785, 0.88565856, 0.7189766, 0.40625727, 0.4724587, 0.558583]"
684,Picnic,1955,"[0.26290825, 0.3362695, 0.6897983, 0.45177168, 0.15525456, 0.9205176, 0.82319826, 0.074841924]"
685,"Pompatus of Love",1996,"[0.36725286, 0.5038971, 0.9287584, 0.3865828, 0.85295206, 0.7451189, 0.6260693, 0.24171649]"
686,Fly Away Home,1996,"[0.51671094, 0.5147708, 0.47582272, 0.30068198, 0.5235496, 0.6252945, 0.1788094, 0.33302778]"
687,Bliss,1997,"[0.93051213, 0.32677248, 0.42087483, 0.14561415, 0.8452676, 0.3556777, 0.28758878, 0.16571228]"
688,Grace of My Heart,1996,"[0.2451507, 0.9746893, 0.047480457, 0.87363327, 0.09554195, 0.6016434, 0.44667587, 0.24816844]"
689,Maximum Risk,1996,"[0.63726455, 0.3748835, 0.29007885, 0.7929338, 0.10291001, 0.74565536, 0.63380045, 0.20620474]"
690,Michael Collins,1996,"[0.79599917, 0.8734849, 0.5114698, 0.82371926, 0.46559355, 0.7172593, 0.96111673, 0.16423179]"
691,Infinity,1996,"[0.16655374, 0.6008971, 0.032734867, 0.5583928, 0.042033847, 0.59228945, 0.57037526, 0.58580077]"
692,Big Night,1996,"[0.2387064, 0.50721353, 0.528532, 0.03179799, 0.09539679, 0.043693658, 0.11228826, 0.8151671]"
693,Last Man Standing,1996,"[0.018684767, 0.82371306, 0.736491, 0.30513325, 0.10191772, 0.43112987, 0.7234394, 0.056870654]"
694,Set It Off,1996,"[0.6554012, 0.43995947, 0.31184962, 0.2538949, 0.32898656, 0.90714157, 0.49099067, 0.25026387]"
695,2 Days in the Valley,1996,"[0.13143574, 0.7058842, 0.7724195, 0.30557412, 0.11549424, 0.73531526, 0.8137076, 0.65085536]"
696,Extreme Measures,1996,"[0.06746161, 0.41946763, 0.049528524, 0.38279152, 0.39351085, 0.22718838, 0.33928743, 0.34705612]"
697,"Glimmer Man",1996,"[0.62999463, 0.74562836, 0.91589606, 0.7911766, 0.50666744, 0.5052194, 0.27926013, 0.3408266]"
698,D3: The Mighty Ducks,1996,"[0.83272094, 0.43642914, 0.3789853, 0.38557932, 0.6199677, 0.48074478, 0.50196034, 0.30219695]"
699,"Chamber",1996,"[0.8194014, 0.40533334, 0.5565113, 0.665383, 0.2810601, 0.24619399, 0.12383703, 0.9407128]"
700,"Apple Dumpling Gang",1975,"[0.1458417, 0.16471048, 0.49234372, 0.5106566, 0.6005064, 0.14925556, 0.26951766, 0.30058423]"
701,"Davy Crockett, King of the Wild Frontier",1955,"[0.57386273, 0.9044622, 0.2892113, 0.7054817, 0.17420983, 0.4540936, 0.49742597, 0.19888519]"
702,Escape to Witch Mountain,1975,"[0.7992186, 0.7405942, 0.6881204, 0.045145314, 0.13581759, 0.61066395, 0.8123254, 0.6577896]"
703,"Love Bug",1969,"[0.22942898, 0.3315075, 0.7187343, 0.2221451, 0.3992376, 0.590636, 0.09914885, 0.09545876]"
704,Herbie Rides Again,1974,"[0.38226548, 0.94549936, 0.9060917, 0.592874, 0.7919296, 0.8960784, 0.55241907, 0.96866655]"
705,Old Yeller,1957,"[0.5735552, 0.5158065, 0.38074607, 0.13425006, 0.23235227, 0.77146435, 0.90164536, 0.81302613]"
706,"Parent Trap",1961,"[0.4323347, 0.23256181, 0.12520356, 0.9156758, 0.90867794, 0.3952062, 0.23392473, 0.40520737]"
707,Pollyanna,1960,"[0.2707215, 0.11407565, 0.6581222, 0.06493137, 0.4465363, 0.7444917, 0.25830835, 0.43747196]"
708,Homeward Bound: The Incredible Journey,1993,"[0.12191323, 0.8002877, 0.8544904, 0.08659461, 0.7333147, 0.55697936, 0.568006, 0.25112563]"
709,"Shaggy Dog",1959,"[0.7210754, 0.72107714, 0.36221442, 0.91096866, 0.8126482, 0.120991476, 0.016383158, 0.14628689]"
710,Swiss Family Robinson,1960,"[0.8804461, 0.35253546, 0.82749516, 0.06409298, 0.7502309, 0.61599207, 0.55461186, 0.5246371]"
711,That Darn Cat!,1965,"[0.41830575, 0.5262393, 0.6346887, 0.3483925, 0.06904537, 0.83125705, 0.3697656, 0.9673031]"
712,"20,000 Leagues Under the Sea",1954,"[0.7576729, 0.8001311, 0.06832446, 0.5038176, 0.4346071, 0.9211708, 0.41414142, 0.63597697]"
713,Cool Runnings,1993,"[0.601072, 0.43929887, 0.12795578, 0.5747975, 0.30966634, 0.8369535, 0.55106425, 0.1758216]"
714,Angels in the Outfield,1994,"[0.16670497, 0.8283717, 0.10744, 0.09662134, 0.8530965, 0.4645086, 0.5057388, 0.64589983]"
715,Cinderella,1950,"[0.28905368, 0.92913604, 0.22101477, 0.48927084, 0.6718648, 0.966036, 0.4467381, 0.6205354]"
716,Winnie the Pooh and the Blustery Day,1968,"[0.5228796, 0.30166137, 0.799059, 0.05676974, 0.01040959, 0.6885007, 0.09048124, 0.8231647]"
717,"Three Caballeros",1945,"[0.72446895, 0.45155245, 0.47395027, 0.5953514, 0.451317, 0.5228923, 0.7081716, 0.560443]"
718,"Sword in the Stone",1963,"[0.38751003, 0.1001304, 0.988149, 0.7813268, 0.8682924, 0.2925229, 0.8638965, 0.2386182]"
719,Robin Hood: Prince of Thieves,1991,"[0.0022978785, 0.5861369, 0.5065584, 0.4787991, 0.8881165, 0.5440589, 0.56719154, 0.94088817]"
720,Mary Poppins,1964,"[0.95667905, 0.023962855, 0.93667245, 0.21117012, 0.55674946, 0.7493964, 0.014394463, 0.3637124]"
721,Dumbo,1941,"[0.7694007, 0.5236135, 0.424159, 0.23841411, 0.6449585, 0.30497763, 0.027427167, 0.39363378]"
722,Pete's Dragon,1977,"[0.90956795, 0.7989531, 0.57222134, 0.7526011, 0.24539188, 0.33030137, 0.09689684, 0.28249636]"
723,Bedknobs and Broomsticks,1971,"[0.0040144506, 0.40134534, 0.69315225, 0.02813587, 0.37976384, 0.8453942, 0.8539828, 0.6759608]"
724,Alice in Wonderland,1951,"[0.40465105, 0.13637336, 0.62663555, 0.13932516, 0.962691, 0.56495637, 0.7376602, 0.11125765]"
725,"Fox and the Hound",1981,"[0.027430797, 0.91820145, 0.37262687, 0.949728, 0.58938396, 0.34831977, 0.4342515, 0.13750455]"
726,Freeway,1996,"[0.68003964, 0.35886168, 0.30721396, 0.15359767, 0.8654521, 0.80000395, 0.38284793, 0.20511664]"
727,"Sound of Music",1965,"[0.41501066, 0.58222735, 0.7001537, 0.026418464, 0.85233605, 0.4603346, 0.24475347, 0.7248614]"
728,Die Hard,1988,"[0.41447595, 0.01737904, 0.58984184, 0.36507484, 0.67985296, 0.14363958, 0.25967824, 0.26512855]"
729,"Lawnmower Man",1992,"[0.33020806, 0.4469607, 0.9196325, 0.9118254, 0.03619267, 0.42416078, 0.38803133, 0.5330894]"
730,"Secret Agent",1996,"[0.39038396, 0.32728392, 0.82611936, 0.36881524, 0.16617918, 0.15925589, 0.2567743, 0.7572162]"
731,Secrets & Lies,1996,"[0.6969091, 0.3351972, 0.9832647, 0.005394383, 0.7256735, 0.1933302, 0.42397365, 0.71201086]"
732,That Thing You Do!,1996,"[0.18832935, 0.47811127, 0.9773862, 0.18053006, 0.65283746, 0.5384789, 0.15994833, 0.8905731]"
733,To Gillian on Her 37th Birthday,1996,"[0.07744662, 0.2023736, 0.38102806, 0.49594238, 0.80509526, 0.21759103, 0.3454045, 0.66451824]"
734,Beautiful Thing,1996,"[0.9896094, 0.9274383, 0.12596817, 0.34131405, 0.07533925, 0.2845715, 0.07457874, 0.9570335]"
735,"Long Kiss Goodnight",1996,"[0.12366802, 0.41082522, 0.7238611, 0.13641047, 0.05517868, 0.6440167, 0.77748805, 0.29025024]"
736,"Ghost and the Darkness",1996,"[0.18475705, 0.18311025, 0.10349236, 0.54350454, 0.79408437, 0.62549424, 0.7433824, 0.1256647]"
737,Looking for Richard,1996,"[0.32789522, 0.8192032, 0.589886, 0.011054032, 0.5241544, 0.3990785, 0.7718518, 0.111491926]"
738,Trees Lounge,1996,"[0.46985313, 0.9319202, 0.47950193, 0.19284248, 0.20894027, 0.047034122, 0.090260126, 0.30598104]"
739,Normal Life,1996,"[0.15577139, 0.7528652, 0.6991603, 0.4112091, 0.7002942, 0.90616834, 0.8690023, 0.027813777]"
740,Get on the Bus,1996,"[0.44783232, 0.5297612, 0.8166388, 0.96661, 0.81588805, 0.92023927, 0.3630726, 0.9972883]"
741,Shadow Conspiracy,1997,"[0.07773417, 0.078257896, 0.97110224, 0.8726961, 0.3251197, 0.6988901, 0.5421809, 0.17579363]"
742,Jude,1996,"[0.7328868, 0.48437884, 0.39861965, 0.3111073, 0.33940083, 0.48052144, 0.17266217, 0.5638652]"
743,Everyone Says I Love You,1996,"[0.8164134, 0.81854755, 0.2526053, 0.0342758, 0.12075003, 0.44359928, 0.5562, 0.0072938]"
744,William Shakespeare's Romeo + Juliet,1996,"[0.49897555, 0.6442576, 0.34293032, 0.31806204, 0.38717473, 0.35060468, 0.7071908, 0.18760484]"
745,Swingers,1996,"[0.9387431, 0.60175276, 0.23623396, 0.8516556, 0.3513905, 0.2893165, 0.0010962591, 0.69511086]"
746,Sleepers,1996,"[0.6110056, 0.8011107, 0.035592467, 0.5273315, 0.027140556, 0.65353346, 0.26586682, 0.08620027]"
747,Aladdin and the King of Thieves,1996,"[0.84408444, 0.036976524, 0.5109622, 0.4702106, 0.3083563, 0.07339605, 0.5998051, 0.8109688]"
748,Shall We Dance,1937,"[0.18829101, 0.07256518, 0.28871682, 0.35683483, 0.3925058, 0.94432247, 0.03981707, 0.98105085]"
749,Crossfire,1947,"[0.44768074, 0.7376645, 0.5154811, 0.04152161, 0.35980725, 0.116357684, 0.11373667, 0.23000665]"
750,Willy Wonka & the Chocolate Factory,1971,"[0.8044642, 0.51413125, 0.89723086, 0.80328393, 0.19386542, 0.31392017, 0.06356074, 0.18249494]"
751,"Innocents",1961,"[0.7468139, 0.96306556, 0.08299069, 0.49520138, 0.693415, 0.15400895, 0.5372035, 0.34375274]"
752,Sleeper,1973,"[0.77292454, 0.849921, 0.845554, 0.95689476, 0.541098, 0.0705573, 0.5604196, 0.9421745]"
753,Bananas,1971,"[0.27011934, 0.84057236, 0.77048826, 0.78687626, 0.88786644, 0.5567735, 0.9120515, 0.35933208]"
754,"Fish Called Wanda, A",1988,"[0.4941739, 0.99744606, 0.5778731, 0.6264998, 0.7366866, 0.7786609, 0.5368557, 0.14517851]"
755,Monty Python's Life of Brian,1979,"[0.08661713, 0.5387682, 0.37451708, 0.20973445, 0.08866746, 0.028985254, 0.7083351, 0.9957282]"
756,Victor/Victoria,1982,"[0.17233276, 0.96365404, 0.09877174, 0.41534543, 0.36741152, 0.035909038, 0.9482358, 0.6873816]"
757,"Candidate",1972,"[0.23434423, 0.99900216, 0.27500805, 0.921907, 0.6025105, 0.4079476, 0.9632755, 0.28616536]"
758,"Great Race",1965,"[0.742873, 0.89887327, 0.29678586, 0.17946939, 0.63559735, 0.7423032, 0.6134001, 0.02577531]"
759,Bonnie and Clyde,1967,"[0.7777068, 0.32279626, 0.5664369, 0.6675653, 0.81917286, 0.917356, 0.7032724, 0.80298823]"
760,"Old Man and the Sea",1958,"[0.9428052, 0.1860295, 0.9401082, 0.2860629, 0.9584014, 0.19094087, 0.45791152, 0.067413956]"
761,Dial M for Murder,1954,"[0.62875366, 0.22163394, 0.3941472, 0.31497797, 0.20458618, 0.012550646, 0.7734792, 0.7648254]"
762,Dirty Dancing,1987,"[0.0371768, 0.5940437, 0.23949386, 0.10595718, 0.37909523, 0.13896386, 0.24441856, 0.6848236]"
763,Reservoir Dogs,1992,"[0.08957973, 0.4989444, 0.17683831, 0.73883593, 0.06397345, 0.11278633, 0.6521445, 0.15265611]"
764,Platoon,1986,"[0.38606566, 0.05630014, 0.10467163, 0.27661708, 0.95187676, 0.65117824, 0.17698608, 0.24688666]"
765,Weekend at Bernie's,1989,"[0.21642321, 0.48910013, 0.52670425, 0.4751651, 0.2905312, 0.89753836, 0.020049142, 0.30437124]"
766,Basic Instinct,1992,"[0.60026026, 0.62178695, 0.60072505, 0.587748, 0.20126253, 0.6910644, 0.2869462, 0.9319247]"
767,"Doors",1991,"[0.6636213, 0.10661914, 0.13249496, 0.84296495, 0.38331488, 0.7769672, 0.1300293, 0.8466502]"
768,"Crying Game",1992,"[0.6401108, 0.8296053, 0.34576204, 0.42582583, 0.27594095, 0.17298323, 0.6906371, 0.23322877]"
769,Glengarry Glen Ross,1992,"[0.16337782, 0.18863817, 0.75914735, 0.90300727, 0.7216052, 0.60675806, 0.9559037, 0.71357006]"
770,Sophie's Choice,1982,"[0.6953525, 0.69663954, 0.6372008, 0.2473211, 0.7528573, 0.16293845, 0.56875986, 0.06543011]"
771,E.T. the Extra-Terrestrial,1982,"[0.93509114, 0.9795242, 0.94273615, 0.36765462, 0.47084197, 0.37672344, 0.17825396, 0.5959903]"
772,"Christmas Carol, A",1938,"[0.8232009, 0.91179407, 0.46434522, 0.38821107, 0.102133244, 0.355963, 0.08751717, 0.5742983]"
773,Days of Thunder,1990,"[0.9925073, 0.8434358, 0.5506159, 0.40740755, 0.12905782, 0.7385584, 0.3428669, 0.83563304]"
774,Top Gun,1986,"[0.34625918, 0.7676982, 0.102459, 0.22452115, 0.5131702, 0.8291098, 0.9412969, 0.38202897]"
775,Rebel Without a Cause,1955,"[0.09976813, 0.47234035, 0.23995253, 0.4282186, 0.91690797, 0.6462328, 0.23030049, 0.62188894]"
776,"Streetcar Named Desire, A",1951,"[0.46768948, 0.61718404, 0.19183077, 0.99140126, 0.44241604, 0.58779424, 0.429133, 0.41173586]"
777,Children of the Corn IV: The Gathering,1996,"[0.4149978, 0.68065554, 0.9744315, 0.7885955, 0.3989186, 0.5735192, 0.4872018, 0.88858044]"
778,Loser,1991,"[0.8166008, 0.20583105, 0.2600244, 0.95769364, 0.8219781, 0.88605064, 0.85059774, 0.6068143]"
779,Palookaville,1996,"[0.688008, 0.7860805, 0.29708347, 0.947868, 0.5562972, 0.46262172, 0.01572452, 0.014765708]"
780,"Funeral",1996,"[0.92538744, 0.6509179, 0.02244608, 0.6023005, 0.961086, 0.58167696, 0.2450537, 0.03703913]"
781,Drunks,1995,"[0.43931186, 0.5207994, 0.53987, 0.6764867, 0.4758452, 0.23935308, 0.2138974, 0.9651481]"
782,"People vs. Larry Flynt",1996,"[0.67038965, 0.9836352, 0.13188298, 0.26155928, 0.41365984, 0.16348018, 0.15625873, 0.21345854]"
783,Glory Daze,1995,"[0.29515857, 0.90304714, 0.16820145, 0.35657915, 0.8368928, 0.3391087, 0.043483313, 0.6205257]"
784,"Perfect Candidate, A",1996,"[0.7171499, 0.5321951, 0.37247923, 0.61041284, 0.38640454, 0.24947833, 0.029101329, 0.0077233566]"
785,On Golden Pond,1981,"[0.8779939, 0.99600464, 0.018186118, 0.8521557, 0.12416713, 0.70134073, 0.5065889, 0.86856496]"
786,"Return of the Pink Panther",1975,"[0.02086238, 0.54250395, 0.41672337, 0.7062841, 0.9814809, 0.50936866, 0.336102, 0.8651254]"
787,Drop Dead Fred,1991,"[0.8755568, 0.79452187, 0.5940098, 0.73878676, 0.34244615, 0.95660627, 0.18743862, 0.1915834]"
788,"Abyss",1989,"[0.4458979, 0.44387707, 0.863768, 0.77775097, 0.7201873, 0.18918698, 0.4281205, 0.479946]"
789,"Fog",1980,"[0.54178405, 0.88000435, 0.503017, 0.7107541, 0.5670351, 0.74891675, 0.20940591, 0.45975107]"
790,Escape from New York,1981,"[0.8783682, 0.9881988, 0.30552536, 0.92615277, 0.54497224, 0.44743192, 0.79234314, 0.39463213]"
791,"Howling",1980,"[0.6058196, 0.8993291, 0.4649623, 0.25996628, 0.33009562, 0.6811868, 0.22015183, 0.21477948]"
792,Jean de Florette,1986,"[0.95424235, 0.150838, 0.09688057, 0.09827826, 0.34612903, 0.8439329, 0.43863785, 0.9709508]"
793,Private Benjamin,1980,"[0.12401249, 0.5598302, 0.5721646, 0.15014814, 0.606148, 0.38002685, 0.3933943, 0.27519265]"
794,Monty Python and the Holy Grail,1975,"[0.9497366, 0.772607, 0.89874125, 0.24035423, 0.10915969, 0.60704374, 0.95153606, 0.8978605]"
795,Hustler White,1996,"[0.17304668, 0.34222326, 0.50167, 0.7952827, 0.25083038, 0.15268862, 0.056398768, 0.31580794]"
796,Entertaining Angels: The Dorothy Day Story,1996,"[0.2682721, 0.7675116, 0.958996, 0.965168, 0.49552947, 0.86728656, 0.0019716646, 0.02105695]"
797,"Line King: The Al Hirschfeld Story",1996,"[0.10018117, 0.07578396, 0.20406051, 0.76068795, 0.19935378, 0.30916613, 0.5062128, 0.7097383]"
798,When We Were Kings,1996,"[0.9740135, 0.5289532, 0.054897193, 0.26824525, 0.5739014, 0.4587727, 0.41531274, 0.38307384]"
799,Wallace & Gromit: The Wrong Trousers,1993,"[0.70372015, 0.8229646, 0.9362345, 0.009822495, 0.38410002, 0.025346583, 0.47519383, 0.13583814]"
800,Lesson Faust,1994,"[0.52924836, 0.37420312, 0.43401247, 0.22683959, 0.99035627, 0.26260945, 0.76242185, 0.059278794]"
801,"Ruling Class",1972,"[0.12200318, 0.7354339, 0.0025163624, 0.5267971, 0.6576891, 0.548691, 0.38431162, 0.66849315]"
802,Mina Tannenbaum,1994,"[0.7917283, 0.5573547, 0.95981103, 0.7066527, 0.80996305, 0.58582586, 0.38303262, 0.41417366]"
803,Dear God,1996,"[0.84982824, 0.7772409, 0.5583018, 0.55765015, 0.31340933, 0.42037296, 0.033824336, 0.35651404]"
804,Best of the Best 3: No Turning Back,1995,"[0.71967816, 0.50938755, 0.20797336, 0.5790827, 0.7091611, 0.10237531, 0.3572233, 0.9914261]"
805,Bob Roberts,1992,"[0.42684913, 0.43923393, 0.84257424, 0.23972237, 0.42650998, 0.98509765, 0.85437804, 0.0045171804]"
806,"Cook the Thief His Wife & Her Lover",1989,"[0.5002725, 0.45616758, 0.71034837, 0.0769454, 0.39416113, 0.19084533, 0.36609408, 0.21499081]"
807,Delicatessen,1991,"[0.23471138, 0.16633125, 0.314252, 0.1704076, 0.2853016, 0.14905106, 0.33856398, 0.4048896]"
808,Enchanted April,1992,"[0.45705473, 0.4507135, 0.7465015, 0.1854624, 0.35657665, 0.3018628, 0.34841695, 0.76736075]"
809,Paths of Glory,1957,"[0.556886, 0.50334483, 0.86415344, 0.5268593, 0.030288417, 0.69024295, 0.43291113, 0.28732207]"
810,"Grifters",1990,"[0.8021799, 0.78103524, 0.6093316, 0.5376571, 0.37131613, 0.30230737, 0.32590812, 0.7762427]"
811,Hear My Song,1991,"[0.18409975, 0.7764759, 0.6941949, 0.3702276, 0.97179216, 0.19363631, 0.54623157, 0.6072925]"
812,"English Patient",1996,"[0.96657574, 0.17130487, 0.84511673, 0.7513224, 0.4276808, 0.2583333, 0.18994792, 0.58654344]"
813,Mediterraneo,1991,"[0.95196927, 0.71442384, 0.5497127, 0.2816179, 0.9243878, 0.24606806, 0.781295, 0.04371153]"
814,My Left Foot,1989,"[0.15553975, 0.5245022, 0.7604653, 0.63510305, 0.75002855, 0.14017324, 0.9362669, 0.38501918]"
815,"Sex, Lies, and Videotape",1989,"[0.08496121, 0.9420751, 0.91333014, 0.29524112, 0.3089169, 0.15651213, 0.31915116, 0.6804071]"
816,Passion Fish,1992,"[0.24325188, 0.2822966, 0.5381801, 0.0056613684, 0.22750694, 0.12511484, 0.68127865, 0.01596781]"
817,Strictly Ballroom,1992,"[0.85346705, 0.8438867, 0.14204477, 0.4617906, 0.56965417, 0.76525944, 0.63856983, 0.6735637]"
818,"Thin Blue Line",1988,"[0.5894294, 0.62881124, 0.15442742, 0.93932164, 0.23885866, 0.9581377, 0.20933895, 0.9476596]"
819,Madonna: Truth or Dare,1991,"[0.92087877, 0.9931749, 0.9599936, 0.6514798, 0.8649922, 0.49208072, 0.7925069, 0.6206946]"
820,Paris Is Burning,1990,"[0.8981683, 0.17497084, 0.45351654, 0.101503596, 0.6751924, 0.11176767, 0.30181253, 0.28551084]"
821,One Flew Over the Cuckoo's Nest,1975,"[0.69996166, 0.8184825, 0.2937779, 0.15809023, 0.7566489, 0.36136818, 0.24288237, 0.62756217]"
822,Cheech and Chong's Up in Smoke,1978,"[0.6908618, 0.21270671, 0.10860772, 0.92531705, 0.5565996, 0.05249504, 0.45960975, 0.8028454]"
823,Star Wars: Episode V - The Empire Strikes Back,1980,"[0.06733013, 0.46508473, 0.35032666, 0.7198543, 0.27916482, 0.2579252, 0.73299915, 0.87022257]"
824,"Princess Bride",1987,"[0.89626, 0.88090074, 0.09318186, 0.64463645, 0.4528035, 0.1687175, 0.42826, 0.5320794]"
825,Brazil,1985,"[0.65136594, 0.38188162, 0.1999944, 0.8024878, 0.535427, 0.544949, 0.4717968, 0.34983373]"
826,Aliens,1986,"[0.7417459, 0.6912037, 0.2641318, 0.52128917, 0.5440125, 0.9839061, 0.9597299, 0.9607412]"
827,Withnail & I,1987,"[0.80209935, 0.20675741, 0.4111587, 0.81348485, 0.15749484, 0.7251775, 0.51251423, 0.3899647]"
828,12 Angry Men,1957,"[0.92439514, 0.17379336, 0.7008737, 0.49789652, 0.8718254, 0.04774275, 0.5301739, 0.95769835]"
829,Lawrence of Arabia,1962,"[0.89911115, 0.46147218, 0.44883066, 0.13859445, 0.15596186, 0.4015338, 0.79411167, 0.44488758]"
830,"Clockwork Orange, A",1971,"[0.6668821, 0.5088199, 0.61656, 0.3134119, 0.32601446, 0.5986337, 0.39627188, 0.73334527]"
831,To Kill a Mockingbird,1962,"[0.55770683, 0.7948447, 0.19771798, 0.2865204, 0.16770601, 0.33318707, 0.3117497, 0.6485403]"
832,Apocalypse Now,1979,"[0.21376239, 0.48683527, 0.96964884, 0.5514153, 0.97732073, 0.7517147, 0.4690015, 0.11522095]"
833,Star Wars: Episode VI - Return of the Jedi,1983,"[0.34298304, 0.3219753, 0.4286291, 0.09883233, 0.34365097, 0.58373547, 0.9511001, 0.6529542]"
834,"Third Man",1949,"[0.09336769, 0.27638537, 0.11095514, 0.78245443, 0.03792122, 0.7163591, 0.5090151, 0.58143985]"
835,Goodfellas,1990,"[0.4725321, 0.18590894, 0.8402294, 0.9803037, 0.6569749, 0.56552833, 0.057911284, 0.2754009]"
836,Alien,1979,"[0.74916387, 0.5875745, 0.14784537, 0.3096342, 0.12458895, 0.27941385, 0.6362427, 0.2960309]"
837,Army of Darkness,1993,"[0.4175116, 0.9949486, 0.7358281, 0.20482089, 0.017260509, 0.7523241, 0.05549972, 0.10010537]"
838,Ran,1985,"[0.708129, 0.4279056, 0.317309, 0.5598011, 0.34498826, 0.49418595, 0.24572924, 0.95189136]"
839,Psycho,1960,"[0.26525632, 0.8952788, 0.0063050487, 0.9929463, 0.8174824, 0.039203674, 0.8688501, 0.64203304]"
840,"Blues Brothers",1980,"[0.7528577, 0.7761549, 0.27445963, 0.99007857, 0.54018915, 0.07694968, 0.7720456, 0.15498854]"
841,"Godfather: Part II",1974,"[0.72034806, 0.2910573, 0.33101037, 0.18837743, 0.8611838, 0.5223899, 0.14684051, 0.67467093]"
842,Full Metal Jacket,1987,"[0.10926426, 0.77616274, 0.06417027, 0.24743564, 0.7890772, 0.51312983, 0.6805378, 0.36051565]"
843,"Grand Day Out with Wallace and Gromit, A",1989,"[0.92643625, 0.6532383, 0.15544556, 0.74006605, 0.30045557, 0.3946741, 0.7942405, 0.043809023]"
844,Henry V,1989,"[0.955614, 0.68475026, 0.8620009, 0.29344139, 0.87350136, 0.88414246, 0.50019574, 0.048414677]"
845,Amadeus,1984,"[0.7225826, 0.21209662, 0.06029599, 0.0013327464, 0.50631547, 0.71342134, 0.022825878, 0.6284295]"
846,"Quiet Man",1952,"[0.12520094, 0.6851641, 0.7909858, 0.8986101, 0.432043, 0.13227731, 0.42316666, 0.24692592]"
847,Once Upon a Time in America,1984,"[0.93038493, 0.9063043, 0.6998182, 0.6970739, 0.46675274, 0.6322585, 0.76102126, 0.51835394]"
848,Raging Bull,1980,"[0.99273, 0.3301232, 0.67616737, 0.6111723, 0.07580119, 0.28813875, 0.8346338, 0.23019129]"
849,Annie Hall,1977,"[0.48981574, 0.8936455, 0.030931124, 0.9511941, 0.5061595, 0.067284316, 0.21697949, 0.6347577]"
850,"Right Stuff",1983,"[0.686888, 0.47645637, 0.101206884, 0.024379611, 0.051009774, 0.876715, 0.57907957, 0.19668667]"
851,Stalker,1979,"[0.8325221, 0.7293106, 0.834194, 0.77162564, 0.80473685, 0.8254529, 0.84476584, 0.09205631]"
852,"Sting",1973,"[0.79439753, 0.19080408, 0.36411008, 0.29982606, 0.5234421, 0.69541323, 0.6672214, 0.5275426]"
853,Harold and Maude,1971,"[0.30617252, 0.53784794, 0.2519433, 0.08996279, 0.41957867, 0.78303295, 0.13128617, 0.16762625]"
854,Trust,1990,"[0.047543284, 0.86424476, 0.12613627, 0.6338551, 0.14823027, 0.67223203, 0.698254, 0.3445783]"
855,Local Hero,1983,"[0.27743, 0.47751912, 0.83286583, 0.50917524, 0.19892965, 0.7819837, 0.299335, 0.29381135]"
